id,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,default_payment_next_month,limit_age_ratio,avg_bill_amt,avg_pay_amt,bill_pay_ratio,num_late_payments,max_delay,avg_delay,bill_trend,age_bin
4079,240000.0,1,2,1,31,-1,-1,-1,-1,-1,-1,1051.0,475.0,1051.0,671.0,291.0,671.0,475.0,1051.0,671.0,291.0,671.0,671.0,0,7500.0,701.6666666666666,638.3333333333334,0.9084440227703986,0,-1,-1.0,-80.91428571428568,1
4080,230000.0,2,2,1,42,-1,-1,-1,-1,-1,-1,6946.0,120.0,8794.0,2095.0,129.0,303.0,500.0,16000.0,9100.0,7400.0,7500.0,8100.0,0,5348.837209302325,3064.5,8100.0,2.6423095742945684,0,-1,-1.0,-1139.6285714285714,2
4081,80000.0,2,1,2,23,0,0,0,0,0,0,23998.0,17442.0,15948.0,17118.0,9883.0,8689.0,3150.0,2000.0,6000.0,500.0,304.0,500.0,0,3333.3333333333335,15513.0,2075.6666666666665,0.13379313308409607,0,0,0.0,-2801.485714285715,0
4082,400000.0,2,1,2,28,-1,-1,-1,0,-1,-1,3299.0,6930.0,2375.0,1211.0,6661.0,517.0,6978.0,2387.0,1127.0,6694.0,519.0,593.0,0,13793.103448275862,3498.8333333333335,3049.6666666666665,0.871374827372732,0,0,-0.8333333333333334,-453.7428571428574,0
4083,120000.0,1,1,1,45,0,0,0,0,0,2,117775.0,117106.0,118207.0,116885.0,123040.0,120546.0,5700.0,6000.0,5000.0,10000.0,0.0,4500.0,0,2608.695652173913,118926.5,5200.0,0.04372411763469341,1,2,0.3333333333333333,866.7142857142792,2
4084,250000.0,1,1,1,39,1,-1,-1,-1,-1,-1,0.0,93.0,5354.0,167.0,908.0,0.0,93.0,5354.0,167.0,908.0,0.0,0.0,0,6250.0,1087.0,1087.0,0.9990808823529411,1,1,-0.6666666666666666,-78.34285714285711,1
4085,30000.0,2,1,2,24,1,2,0,0,2,2,29846.0,28941.0,18643.0,19005.0,12751.0,10891.0,0.0,4000.0,600.0,0.0,2500.0,419.0,0,1200.0,20012.833333333332,1253.1666666666667,0.06261502460797949,4,2,1.1666666666666667,-4085.2285714285717,0
4086,150000.0,2,1,1,54,0,0,0,0,0,0,152059.0,150510.0,152228.0,141778.0,142694.0,145622.0,7100.0,5800.0,5300.0,5200.0,5300.0,5600.0,0,2727.2727272727275,147481.83333333334,5716.666666666667,0.038761573380856756,0,0,0.0,-1888.0857142857085,3
4087,310000.0,1,3,2,37,2,2,0,0,0,0,207995.0,211176.0,214160.0,220579.0,227036.0,321979.0,8000.0,8000.0,10000.0,10000.0,100000.0,0.0,0,8157.894736842105,233820.83333333334,22666.666666666668,0.09693990652426955,2,2,0.6666666666666666,17826.257142857132,1
4088,150000.0,1,2,2,34,0,0,0,0,0,0,135587.0,138473.0,141297.0,144605.0,148420.0,150500.0,4000.0,4000.0,4500.0,5000.0,3500.0,0.0,0,4285.714285714285,143147.0,3500.0,0.024450219353396484,0,0,0.0,3077.5428571428533,1
4089,80000.0,2,1,2,29,0,0,0,0,-2,-1,11040.0,5830.0,4136.0,0.0,0.0,150.0,1500.0,2000.0,0.0,0.0,150.0,419.0,0,2666.6666666666665,3526.0,678.1666666666666,0.192278612607504,0,0,-0.5,-2173.5999999999995,0
4090,200000.0,2,1,1,37,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5263.1578947368425,0.0,0.0,0.0,1,1,-1.5,0.0,1
4091,50000.0,1,2,2,24,0,0,0,0,0,0,35166.0,29045.0,15188.0,7582.0,7741.0,7958.0,1300.0,1106.0,1500.0,281.0,346.0,159.0,0,2000.0,17113.333333333332,782.0,0.045692694232904195,0,0,0.0,-5930.22857142857,0
4092,190000.0,1,2,1,23,0,0,0,0,0,0,223483.0,183900.0,182911.0,156432.0,152708.0,133584.0,11837.0,6070.0,5136.0,5183.0,5237.0,4396.0,1,7916.666666666667,172169.66666666666,6309.833333333333,0.03664871290502447,0,0,0.0,-16272.857142857141,0
4093,50000.0,1,2,2,33,2,0,0,2,2,2,30773.0,33275.0,41329.0,5392.0,5722.0,4501.0,4000.0,9000.0,0.0,1000.0,0.0,1000.0,0,1470.5882352941176,20165.333333333332,2500.0,0.12396899122299543,4,2,1.3333333333333333,-7141.6,1
4094,100000.0,1,2,2,31,1,2,2,2,3,2,24377.0,25167.0,24541.0,27304.0,26669.0,26172.0,1400.0,0.0,3100.0,0.0,0.0,2000.0,1,3125.0,25705.0,1083.3333333333333,0.04214320910812002,6,3,2.0,464.11428571428655,1
4095,150000.0,1,1,1,33,0,0,0,0,0,0,144761.0,146271.0,128105.0,130555.0,133985.0,136151.0,6005.0,5005.0,5005.0,6005.0,5005.0,5005.0,0,4411.764705882353,136638.0,5338.333333333333,0.03906888467665405,0,0,0.0,-2213.085714285717,1
4096,80000.0,1,2,2,43,0,0,0,2,2,2,19260.0,16902.0,15173.0,10493.0,10313.0,6687.0,1270.0,1874.0,0.0,3313.0,0.0,291.0,0,1818.1818181818182,13138.0,1124.6666666666667,0.08559758479843722,3,2,1.0,-2494.62857142857,2
4097,200000.0,1,2,1,30,1,-2,-2,-2,-2,-2,736.0,736.0,736.0,736.0,736.0,316.0,736.0,736.0,736.0,736.0,316.0,1156.0,0,6451.612903225807,666.0,736.0,1.103448275862069,1,1,-1.5,-59.99999999999995,0
4098,120000.0,2,3,2,46,0,0,0,0,0,0,116697.0,108828.0,101417.0,89852.0,91503.0,89571.0,4200.0,4715.0,3200.0,3010.0,3772.0,3464.0,0,2553.191489361702,99644.66666666667,3726.8333333333335,0.037400857036766946,0,0,0.0,-5690.57142857142,2
4099,60000.0,2,2,1,49,2,0,0,0,2,0,61093.0,57227.0,32091.0,32792.0,31277.0,29512.0,1739.0,1791.0,2378.0,0.0,1092.0,3554.0,1,1200.0,40665.333333333336,1759.0,0.04325445290535168,2,2,0.6666666666666666,-6715.828571428572,2
4100,450000.0,2,6,1,51,-1,-1,-1,-1,-1,-1,144396.0,150396.0,396.0,396.0,396.0,546.0,6396.0,396.0,396.0,396.0,546.0,396.0,0,8653.846153846154,49421.0,1421.0,0.02875237748371171,0,-1,-1.0,-33407.14285714285,3
4101,120000.0,1,1,2,32,-1,-1,-1,-1,-1,-1,890.0,390.0,390.0,1480.0,0.0,6477.0,390.0,390.0,1480.0,0.0,6477.0,0.0,1,3636.3636363636365,1604.5,1456.1666666666667,0.9069864009135264,0,-1,-1.0,795.8571428571425,1
4102,130000.0,1,2,1,43,-2,-2,-2,-1,0,0,0.0,0.0,0.0,96963.0,99004.0,101833.0,0.0,0.0,96963.0,3554.0,4435.0,3304.0,0,2954.5454545454545,49633.333333333336,18042.666666666668,0.36351181641739927,0,0,-1.1666666666666667,25803.999999999996,2
4103,240000.0,2,1,2,36,-1,-1,2,0,-1,2,5367.0,6959.0,6649.0,5149.0,13750.0,5777.0,6959.0,15.0,0.0,7013.0,0.0,726.0,1,6486.486486486487,7275.166666666667,2452.1666666666665,0.33701353734796247,2,2,0.16666666666666666,597.7999999999998,1
4104,90000.0,2,2,2,26,0,0,0,0,0,0,11181.0,11237.0,9442.0,5318.0,11928.0,15558.0,3194.0,8823.0,0.0,7000.0,6660.0,10000.0,0,3333.3333333333335,10777.333333333334,5946.166666666667,0.5516777485696613,0,0,0.0,566.6857142857136,0
4105,210000.0,1,2,2,25,2,0,0,0,2,0,7474.0,8625.0,3511.0,4950.0,4727.0,5494.0,1500.0,1500.0,1500.0,0.0,1000.0,1000.0,1,8076.923076923077,5796.833333333333,1083.3333333333333,0.1868514100094863,2,2,0.6666666666666666,-575.8571428571432,0
4106,90000.0,2,2,2,23,-1,-1,0,0,0,0,803.0,16983.0,18644.0,12718.0,12984.0,13247.0,16983.0,2000.0,500.0,424.0,431.0,1000.0,0,3750.0,12563.166666666666,3556.3333333333335,0.2830536578895006,0,0,-0.3333333333333333,1265.628571428571,0
4107,420000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,1794.0,7748.0,2950.0,17827.0,23711.0,63784.0,7786.0,2965.0,18048.0,23831.0,64101.0,30731.0,0,10243.90243902439,19635.666666666668,24577.0,1.2515871668647087,0,-2,-2.0,10649.02857142857,1
4108,290000.0,1,1,1,63,0,0,0,0,0,2,183800.0,187658.0,193030.0,195356.0,207180.0,211614.0,6820.0,8500.0,7020.0,15000.0,8000.0,0.0,1,4531.25,196439.66666666666,7556.666666666667,0.03846793433810379,1,2,0.3333333333333333,5713.199999999996,4
4109,390000.0,1,1,2,29,0,0,2,0,0,0,43062.0,47142.0,46088.0,47016.0,48332.0,62205.0,5100.0,0.0,2000.0,2071.0,15000.0,2300.0,0,13000.0,48974.166666666664,4411.833333333333,0.09008306931063702,1,2,0.3333333333333333,2863.2285714285695,0
4110,230000.0,1,1,2,32,-2,-2,-2,-2,-2,-2,489.0,0.0,1257.0,0.0,1169.0,641.0,0.0,1257.0,0.0,1169.0,641.0,0.0,0,6969.69696969697,592.6666666666666,511.1666666666667,0.8610331274564852,0,-2,-2.0,85.99999999999999,1
4111,90000.0,2,2,1,29,0,0,0,0,0,0,13770.0,14024.0,9232.0,4173.0,4408.0,5846.0,1522.0,3010.0,1500.0,1500.0,1500.0,2000.0,0,3000.0,8575.5,1838.6666666666667,0.21438426708641833,0,0,0.0,-2100.7714285714283,0
4112,280000.0,2,2,1,45,1,-2,-1,-1,-2,-2,0.0,0.0,3288.0,0.0,0.0,0.0,0.0,3288.0,0.0,0.0,0.0,2942.0,0,6086.95652173913,548.0,1038.3333333333333,1.891317547055252,1,1,-1.1666666666666667,-93.94285714285711,2
4113,280000.0,2,1,2,28,-2,-2,-2,-2,-2,-2,21670.0,15767.0,15288.0,4923.0,19616.0,5191.0,15846.0,15364.0,9948.0,19693.0,5216.0,488.0,0,9655.172413793103,13742.5,11092.5,0.8071088150762179,0,-2,-2.0,-2320.3714285714277,0
4114,30000.0,2,3,1,25,-2,-1,0,0,2,0,0.0,20249.0,3765.0,29393.0,26408.0,27653.0,20657.0,1000.0,26408.0,0.0,1653.0,823.0,0,1153.8461538461538,17911.333333333332,8423.5,0.47026257513445113,1,2,-0.16666666666666666,5210.5714285714275,0
4115,20000.0,1,2,1,38,-1,0,0,0,0,0,18596.0,19245.0,19744.0,14999.0,15121.0,19283.0,1342.0,1231.0,524.0,741.0,5000.0,1000.0,0,512.8205128205128,17831.333333333332,1639.6666666666667,0.09194908125689293,0,0,-0.16666666666666666,-390.91428571428605,1
4116,180000.0,2,1,1,43,-1,-1,-1,0,-1,-1,36484.0,24049.0,89271.0,1946.0,11859.0,506.0,24049.0,91272.0,162.0,11859.0,506.0,1304.0,0,4090.909090909091,27352.5,21525.333333333332,0.7869315931538315,0,0,-0.8333333333333334,-8679.571428571424,2
4117,70000.0,2,3,2,26,0,0,0,0,0,0,7139.0,8361.0,10030.0,11578.0,13408.0,12302.0,1500.0,2000.0,2000.0,2000.0,1000.0,2000.0,1,2592.5925925925926,10469.666666666666,1750.0,0.16713357952374888,0,0,0.0,1214.3999999999994,0
4118,230000.0,2,2,1,34,-1,-1,-1,-1,-1,-1,2007.0,3220.0,6163.0,2765.0,2050.0,1197.0,3229.0,6191.0,2782.0,2055.0,1200.0,1710.0,0,6571.428571428572,2900.3333333333335,2861.1666666666665,0.9861557904411764,0,-1,-1.0,-313.0857142857143,1
4119,50000.0,1,2,2,36,0,0,2,0,0,0,17003.0,18157.0,17301.0,16486.0,17681.0,17825.0,3000.0,1000.0,1000.0,2000.0,1000.0,2000.0,0,1351.3513513513512,17408.833333333332,1666.6666666666667,0.0957313395686346,1,2,0.3333333333333333,53.342857142856865,1
4120,250000.0,1,2,1,47,-1,-1,-1,-1,-1,-1,10735.0,19147.0,4192.0,5947.0,5453.0,0.0,19269.0,4192.0,5966.0,5453.0,0.0,0.0,0,5208.333333333333,7579.0,5813.333333333333,0.7669305189094107,0,-1,-1.0,-2657.1999999999985,2
4121,140000.0,1,1,1,47,0,0,0,0,0,0,109259.0,108015.0,107209.0,106353.0,100653.0,99546.0,5400.0,5211.0,4000.0,4000.0,4000.0,3600.0,0,2916.6666666666665,105172.5,4368.5,0.041536128397362454,0,0,0.0,-2043.057142857148,2
4122,140000.0,2,2,1,41,0,0,0,0,2,0,43616.0,44710.0,45661.0,50880.0,49934.0,51106.0,2100.0,2000.0,6000.0,0.0,2000.0,4200.0,0,3333.3333333333335,47651.166666666664,2716.6666666666665,0.05701034930206041,1,2,0.3333333333333333,1666.8857142857146,2
4123,130000.0,2,1,2,25,-1,-1,-1,-1,-1,-1,1088.0,1521.0,6042.0,1085.0,947.0,495.0,1521.0,6044.0,1619.0,947.0,495.0,0.0,0,5000.0,1863.0,1771.0,0.950107296137339,0,-1,-1.0,-275.54285714285726,0
4124,120000.0,2,2,1,40,-2,-2,-2,-1,0,0,73900.0,0.0,0.0,3663.0,3663.0,0.0,0.0,0.0,3663.0,0.0,0.0,0.0,0,2926.829268292683,13537.666666666666,610.5,0.04509306677171558,0,0,-1.1666666666666667,-10138.514285714284,1
4125,60000.0,2,2,2,43,1,2,0,0,3,2,44193.0,43205.0,47476.0,54735.0,53584.0,54703.0,0.0,5000.0,8100.0,0.0,2150.0,0.0,1,1363.6363636363637,49649.333333333336,2541.6666666666665,0.05119133137743284,4,3,1.3333333333333333,2598.457142857144,2
4126,80000.0,2,3,2,32,0,0,0,0,0,0,77385.0,79038.0,80899.0,79387.0,81593.0,80254.0,2900.0,3200.0,3000.0,3500.0,3100.0,6200.0,0,2424.242424242424,79759.33333333333,3650.0,0.04576209561143593,0,0,0.0,585.6571428571433,1
4127,240000.0,2,1,1,41,-1,-1,-1,-1,-1,-1,4420.0,16829.0,4745.0,2430.0,7792.0,33196.0,16920.0,4774.0,2442.0,7829.0,33361.0,1076.0,0,5714.285714285715,11568.666666666666,11067.0,0.9565530554034977,0,-1,-1.0,3270.114285714283,2
4128,50000.0,1,3,1,32,0,0,0,0,0,-2,46727.0,47973.0,48990.0,49261.0,0.0,0.0,2000.0,2005.0,1745.0,0.0,0.0,0.0,1,1515.1515151515152,32158.5,958.3333333333334,0.029799385355286413,0,0,-0.3333333333333333,-10779.51428571429,1
4129,270000.0,2,1,2,33,-2,-2,-2,-2,-2,-2,12091.0,0.0,6743.0,338.0,0.0,432.0,0.0,6743.0,338.0,0.0,432.0,3042.0,0,7941.176470588235,3267.3333333333335,1759.1666666666667,0.5382457929627741,0,-2,-2.0,-1848.5714285714278,1
4130,170000.0,2,1,1,52,-1,-1,2,-1,-1,-1,2939.0,5447.0,416.0,7509.0,6387.0,1516.0,3000.0,5.0,7509.0,6387.0,1666.0,3023.0,0,3207.5471698113206,4035.6666666666665,3598.3333333333335,0.8914120561519406,1,2,-0.5,79.94285714285719,3
4131,50000.0,1,2,1,51,0,0,0,0,0,0,42462.0,43684.0,42256.0,6501.0,6638.0,7027.0,1928.0,1200.0,300.0,242.0,500.0,500.0,1,961.5384615384615,24761.333333333332,778.3333333333334,0.03143214828974114,0,0,0.0,-9259.08571428571,3
4132,230000.0,2,5,1,29,0,0,0,0,0,0,123436.0,127873.0,129832.0,133273.0,139818.0,65649.0,7000.0,6000.0,6000.0,10000.0,30000.0,3044.0,0,7666.666666666667,119980.16666666667,10340.666666666666,0.08618574859665475,0,0,0.0,-7133.1142857142895,0
4133,390000.0,2,1,2,26,-2,-1,-1,0,0,0,5044.0,1248.0,199466.0,200701.0,210885.0,213137.0,1248.0,201925.0,6195.0,30000.0,8000.0,8000.0,0,14444.444444444445,138413.5,42561.333333333336,0.307491869228537,0,0,-0.6666666666666666,47731.74285714284,0
4134,200000.0,2,2,1,39,0,0,2,0,0,0,151955.0,158956.0,149765.0,131741.0,134488.0,137240.0,9201.0,5000.0,4500.0,4600.0,4700.0,5319.0,1,5000.0,144024.16666666666,5553.333333333333,0.03855807607698192,1,2,0.3333333333333333,-4714.371428571431,1
4135,500000.0,2,2,1,27,0,0,0,0,0,0,174725.0,178556.0,182274.0,185523.0,183530.0,187150.0,6630.0,6831.0,6500.0,6500.0,6500.0,5900.0,0,17857.14285714286,181959.66666666666,6476.833333333333,0.03559468896208338,0,0,0.0,2294.1714285714306,0
4136,30000.0,2,1,2,25,3,2,0,0,0,0,14190.0,12900.0,11006.0,5584.0,5268.0,4112.0,0.0,2046.0,0.0,0.0,0.0,915.0,1,1153.8461538461538,8843.333333333334,493.5,0.055798439678890435,2,3,0.8333333333333334,-2248.7999999999997,0
4137,450000.0,2,1,2,33,-1,-1,-1,-1,-1,-1,30627.0,3693.0,6696.0,2461.0,4192.0,4378.0,4008.0,6696.0,5000.0,4192.0,4378.0,71100.0,0,13235.29411764706,8674.5,15895.666666666666,1.8322479011776458,0,-1,-1.0,-3828.085714285714,1
4138,50000.0,1,2,2,25,0,0,-1,-1,-1,0,11014.0,11092.0,692.0,1184.0,24119.0,24027.0,1402.0,694.0,1186.0,34029.0,1002.0,1023.0,0,1923.076923076923,12021.333333333334,6556.0,0.5453184351346105,0,0,-0.5,2989.6571428571415,0
4139,50000.0,2,1,2,26,0,0,0,0,0,0,48150.0,47684.0,47528.0,48525.0,45790.0,46764.0,1797.0,2113.0,2500.0,1742.0,1817.0,2000.0,0,1851.851851851852,47406.833333333336,1994.8333333333333,0.042078137579232684,0,0,0.0,-331.8571428571414,0
4140,220000.0,1,1,2,48,0,0,0,2,0,0,115294.0,117945.0,130365.0,126780.0,129570.0,133553.0,6000.0,16000.0,0.0,5000.0,6300.0,3000.0,0,4489.7959183673465,125584.5,6050.0,0.048174351338331256,1,2,0.3333333333333333,3502.42857142857,2
4141,30000.0,2,2,2,33,0,0,0,0,0,0,29965.0,28048.0,29775.0,27736.0,26956.0,28142.0,2000.0,3000.0,3000.0,2000.0,2000.0,2000.0,0,882.3529411764706,28437.0,2333.3333333333335,0.08204983941674286,0,0,0.0,-412.28571428571405,1
4142,50000.0,2,3,1,42,3,2,2,0,0,0,34542.0,30557.0,29577.0,29529.0,28276.0,28768.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,1162.7906976744187,30208.166666666668,1000.0,0.03310253510247993,3,3,1.1666666666666667,-1021.7428571428575,2
4143,50000.0,1,2,1,31,0,0,0,0,0,0,48469.0,48872.0,49429.0,49144.0,50032.0,50519.0,2138.0,2095.0,1711.0,1771.0,1900.0,3510.0,0,1562.5,49410.833333333336,2187.5,0.04427077184615021,0,0,0.0,384.14285714285575,1
4144,30000.0,2,2,2,24,2,0,0,0,0,-2,28510.0,28481.0,28045.0,27259.0,0.0,0.0,2000.0,1200.0,0.0,0.0,0.0,0.0,1,1200.0,18715.833333333332,533.3333333333334,0.028494848665639668,1,2,0.0,-6536.542857142856,0
4145,200000.0,2,1,2,42,-1,-1,2,-1,-1,-1,660.0,1320.0,660.0,1320.0,1320.0,1710.0,1320.0,0.0,1320.0,1320.0,1710.0,27077.0,1,4651.162790697675,1165.0,5457.833333333333,4.680817610062893,1,2,-0.5,168.85714285714283,2
4146,50000.0,2,2,1,46,1,2,2,2,2,2,43244.0,42276.0,45235.0,45816.0,44970.0,47649.0,0.0,4000.0,1600.0,0.0,3400.0,0.0,1,1063.8297872340424,44865.0,1500.0,0.03343288904738555,6,2,1.8333333333333333,876.800000000002,2
4147,80000.0,2,2,2,26,0,0,0,0,0,0,47788.0,45221.0,46830.0,48429.0,52142.0,56060.0,4000.0,3000.0,3000.0,5000.0,5000.0,5000.0,0,2962.962962962963,49411.666666666664,4166.666666666667,0.08432385758037751,0,0,0.0,1820.6285714285727,0
4148,20000.0,1,3,1,26,3,2,3,2,0,0,10135.0,11926.0,11448.0,10970.0,11636.0,12442.0,2100.0,0.0,0.0,1000.0,1000.0,0.0,1,740.7407407407408,11426.166666666666,683.3333333333334,0.059799016962501644,4,3,1.6666666666666667,291.0571428571425,0
4149,70000.0,2,2,1,44,0,0,0,0,0,0,68687.0,69531.0,71271.0,70712.0,50793.0,50605.0,2545.0,2918.0,6329.0,1996.0,1977.0,1975.0,0,1555.5555555555557,63599.833333333336,2956.6666666666665,0.04648786048400833,0,0,0.0,-4205.228571428574,2
4150,130000.0,1,3,1,44,0,0,-2,-2,-2,-2,15722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2888.8888888888887,2620.3333333333335,0.0,0.0,0,0,-1.3333333333333333,-2245.999999999999,2
4151,200000.0,1,3,1,34,0,0,0,0,0,0,192910.0,199344.0,186878.0,140743.0,129806.0,121623.0,10000.0,10000.0,6000.0,10000.0,10000.0,5000.0,0,5714.285714285715,161884.0,8500.0,0.052506408870494486,0,0,0.0,-17462.399999999987,1
4152,320000.0,2,1,1,34,-2,-2,-2,-2,-2,-2,11317.0,2612.0,1265.0,3031.0,13001.0,8807.0,2617.0,1265.0,3031.0,13001.0,8807.0,4003.0,0,9142.857142857143,6672.166666666667,5454.0,0.8173031294487874,0,-2,-2.0,582.3714285714287,1
4153,170000.0,2,1,2,27,0,0,0,-1,0,0,61785.0,17848.0,14000.0,124208.0,122955.0,116191.0,3848.0,4000.0,124208.0,5000.0,5000.0,5000.0,0,6071.428571428572,76164.5,24509.333333333332,0.3217904869440013,0,0,-0.16666666666666666,19930.257142857135,0
4154,280000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,8527.0,13219.0,10132.0,29142.0,20644.0,1647.0,13244.0,10157.0,29187.0,20669.0,3003.0,3250.0,0,9032.258064516129,13885.166666666666,13251.666666666666,0.9543070441806594,0,-1,-1.0,196.71428571428612,0
4155,10000.0,2,2,2,34,0,0,0,0,0,-2,8014.0,9170.0,9180.0,8300.0,0.0,0.0,1300.0,1000.0,1166.0,0.0,0.0,0.0,0,285.7142857142857,5777.333333333333,577.6666666666666,0.09997115661955581,0,0,-0.3333333333333333,-1956.0000000000005,1
4156,200000.0,1,1,1,35,1,2,0,0,0,0,204441.0,198879.0,202466.0,168015.0,169799.0,171981.0,0.0,8555.0,10000.0,6500.0,7103.0,6000.0,0,5555.555555555556,185930.16666666666,6359.666666666667,0.03420441435764311,2,2,0.5,-8114.028571428583,1
4157,70000.0,1,2,2,27,0,0,0,0,0,0,63298.0,65785.0,65353.0,84184.0,47686.0,49276.0,4100.0,2400.0,2500.0,1800.0,2400.0,4800.0,0,2500.0,62597.0,3000.0,0.04792485382919582,0,0,0.0,-3016.4571428571458,0
4158,230000.0,2,1,2,45,0,0,0,0,0,0,204625.0,205816.0,205294.0,194263.0,212257.0,206084.0,15006.0,15026.0,15000.0,20000.0,15030.0,15030.0,0,5000.0,204723.16666666666,15848.666666666666,0.0774147328315742,0,0,0.0,445.34285714285863,2
4159,150000.0,2,1,2,40,-1,-1,-1,-2,-1,-1,800.0,2400.0,0.0,0.0,1000.0,0.0,2400.0,0.0,0.0,1000.0,0.0,0.0,0,3658.5365853658536,700.0,566.6666666666666,0.8083689966714217,0,-1,-1.1666666666666667,-234.28571428571436,1
4160,320000.0,2,1,1,29,0,0,0,0,-1,-1,95322.0,98787.0,97996.0,27996.0,1712.0,-216.0,5000.0,2000.0,2000.0,2000.0,0.0,10000.0,0,10666.666666666666,53599.5,3500.0,0.06529789834050055,0,0,-0.3333333333333333,-23969.0,0
4161,50000.0,1,1,2,25,4,4,4,4,3,2,35906.0,37038.0,38151.0,37264.0,36396.0,35659.0,2000.0,2000.0,0.0,0.0,0.0,3001.0,0,1923.076923076923,36735.666666666664,1166.8333333333333,0.031762090554396154,6,4,3.5,-115.65714285714496,0
4162,200000.0,2,2,1,44,1,2,2,2,0,0,2667.0,2478.0,6406.0,6216.0,5258.0,7002.0,0.0,4000.0,14.0,2000.0,2000.0,2000.0,1,4444.444444444444,5004.5,1669.0,0.3334332234542004,4,2,1.1666666666666667,852.1428571428569,2
4163,200000.0,1,2,1,39,-1,-1,-1,-1,-1,-1,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,1,5000.0,326.0,326.0,0.9969418960244648,0,-1,-1.0,3.1703553906918635e-15,1
4164,160000.0,2,2,2,29,-1,-1,-1,-1,-1,-2,2248.0,-2.0,4903.0,5525.0,-10.0,-10.0,0.0,4905.0,5525.0,10.0,0.0,5685.0,0,5333.333333333333,2109.0,2687.5,1.2736966824644549,0,-1,-1.1666666666666667,-305.4857142857144,0
4165,380000.0,1,1,2,42,0,0,0,2,-1,0,1837.0,4791.0,6697.0,2700.0,1218.0,1533.0,3000.0,2000.0,0.0,1218.0,700.0,500.0,0,8837.209302325582,3129.3333333333335,1236.3333333333333,0.3949526142050899,1,2,0.16666666666666666,-463.88571428571447,2
4166,50000.0,1,2,1,51,0,0,0,2,2,6,11583.0,16051.0,25725.0,25017.0,34385.0,33248.0,5000.0,10000.0,0.0,10000.0,0.0,10000.0,1,961.5384615384615,24334.833333333332,5833.333333333333,0.2397014005410403,3,6,1.6666666666666667,4646.257142857142,3
4167,500000.0,2,2,1,51,-2,-2,-2,-2,-2,-2,8864.0,1462.0,18653.0,45391.0,1460.0,580.0,1462.0,18661.0,45402.0,1460.0,580.0,1588.0,0,9615.384615384615,12735.0,11525.5,0.904954459798995,0,-2,-2.0,-419.6571428571425,3
4168,150000.0,1,3,1,34,0,0,0,0,0,0,38808.0,39879.0,40589.0,41551.0,42420.0,43105.0,2000.0,1674.0,1636.0,1690.0,1544.0,1751.0,0,4285.714285714285,41058.666666666664,1715.8333333333333,0.04178877893147371,0,0,0.0,859.1428571428573,1
4169,90000.0,1,2,2,33,0,0,0,0,0,0,56291.0,58385.0,60412.0,61710.0,63020.0,64274.0,3000.0,3000.0,2300.0,2300.0,2300.0,2379.0,1,2647.0588235294117,60682.0,2546.5,0.04196397673153931,0,0,0.0,1574.7999999999993,1
4170,60000.0,1,2,3,46,0,0,2,2,2,2,24677.0,26963.0,28210.0,27473.0,29176.0,28242.0,3000.0,2000.0,0.0,2289.0,0.0,1500.0,1,1276.595744680851,27456.833333333332,1464.8333333333333,0.053348467650397274,4,2,1.3333333333333333,677.9142857142856,2
4171,140000.0,1,1,2,27,-1,-1,-1,-1,-1,-1,13497.0,15680.0,3400.0,3218.0,16478.0,4078.0,15688.0,4000.0,3218.0,17000.0,4500.0,4448.0,0,5000.0,9391.833333333334,8142.333333333333,0.866866582678283,0,-1,-1.0,-1282.3714285714295,0
4172,220000.0,2,1,2,40,-1,-1,-1,-1,-1,-1,13654.0,12312.0,23031.0,7229.0,3942.0,2132.0,12312.0,23031.0,7234.0,3942.0,2132.0,5809.0,0,5365.8536585365855,10383.333333333334,9076.666666666666,0.8740731229737103,0,-1,-1.0,-2814.9142857142856,1
4173,450000.0,1,3,2,41,0,0,0,0,0,0,262138.0,242290.0,221480.0,201670.0,181345.0,160000.0,10027.0,8517.0,7020.0,6821.0,6027.0,5010.0,0,10714.285714285714,211487.16666666666,7237.0,0.03421940865091743,0,0,0.0,-20381.00000000002,2
4174,200000.0,1,2,1,48,0,0,-2,-2,-2,-2,205150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4081.6326530612246,34191.666666666664,0.0,0.0,0,0,-1.3333333333333333,-29307.142857142848,2
4175,140000.0,2,1,2,34,0,0,2,0,0,0,30996.0,33690.0,33430.0,32768.0,29701.0,24377.0,3200.0,1500.0,1800.0,2000.0,2000.0,1000.0,1,4000.0,30827.0,1916.6666666666667,0.06217291639634964,1,2,0.3333333333333333,-1306.4000000000015,1
